"GEMS TARIFF FOR SERVICES BY CONTRACTED ANAESTHESIOLOGISTS FOR ALL OPTIONS
WITH EFFECT FROM 2026-01-01",,010 - Anaesthesiology,
0563,Joint: Dislocation: Patella,R472.30,TM
0565,Joint: Dislocation: Ankle,R472.30,TM
0567,Joint: Dislocation: Sub-Talar dislocation,R472.30,TM
0569,Joint: Dislocation: Intertarsal or Tarsometatarsal or Mid-tarsal,R472.30,TM
0571,Joint: Dislocation: Meta-tarsophalangeal or interphalangeal joints (foot),R472.30,TM
3.2.2,Joints: Operations for dislocations,,
0578,Operations for dislocations: Recurrent dislocation of shoulder,R472.30,TM
0579,Operations for dislocations: Recurrent dislocation of all other joints,R472.30,TM
3.2.3,Joints: Capsular operations,,
0582,Capsulotomy or arthrotomy or biopsy or drainage of joint: Small joint (including three weeks after-care),R472.30,TM
0583,Capsulotomy or arthrotomy or biopsy or drainage of joint: Large joint (including three weeks after-care),R472.30,TM
0585,Capsulectomy digital joint,R472.30,TM
0586,Multiple percutaneous capsulotomies of metacarpophalangeal joints,R472.30,TM
0587,Release of digital joint contracture,R472.30,TM
3.2.4,Joints: Synovectomy,,
0589,Synovectomy: Digital joint,R472.30,TM
0592,Synovectomy: Large joint,R472.30,TM
0593,Tendon synovectomy,R472.30,TM
3.2.5,Joints: Arthrodesis,,
0597,Arthrodesis: Shoulder,R472.30,TM
0598,Arthrodesis: Elbow,R472.30,TM
0599,Arthrodesis: Wrist,R472.30,TM
0600,Arthrodesis: Digital joint,R472.30,TM
0601,Arthrodesis: Hip,R472.30,TM
0602,Arthrodesis: Knee,R472.30,TM
0603,Arthrodesis: Ankle,R472.30,TM
0604,Arthrodesis: Sub-talar,R472.30,TM
0605,Arthrodesis: Stabilisation of foot (triple-arthrodesis),R472.30,TM
0607,Arthrodesis: Mid-tarsal wedge resection,R472.30,TM
3.2.6,Joints: Arthroplasty,,
0614,Arthroplasty: Debridement large joints,R472.30,TM
0615,Arthroplasty: Excision medial or lateral end of clavicle,R472.30,TM
0617,Shoulder: Acromioplasty,R472.30,TM
0619,Shoulder: Partial replacement,R787.90,TM
0620,Shoulder: Total replacement,R787.90,TM
0621,Elbow: Excision head of radius,R472.30,TM
0622,Elbow: Excision,R472.30,TM
0623,Elbow: Partial replacement,R472.30,TM
0624,Elbow: Total replacement,R472.30,TM
0625,Wrist: Excision distal end of ulna,R472.30,TM
0626,Wrist: Excision single bone,R472.30,TM
0627,Wrist: Excision proximal row,R472.30,TM
0631,Wrist: Total replacement,R472.30,TM
0635,Digital Joint: Total replacement,R472.30,TM
0637,Hip: Total replacement,R472.30,TM
0641,Hip: Prosthetic replacement of femoral head,R472.30,TM
0643,Hip: Girdlestone,R472.30,TM
0645,Knee: Partial replacement,R472.30,TM
0646,Knee: Total replacement,R472.30,TM
0649,Ankle: Total replacement,R472.30,TM
0650,Ankle: Astragalectomy,R472.30,TM
3.2.7,Joints: Miscellaneous (joints),,
0661,Aspiration of joint or intra-articular injection (not including after-care) (modifier 0005 not applicable),R472.30,T
0663,Multiple intra-articular injections for rheumatoid arthritis (excluding after-care) (modifier 0005 not applicable): First joint,R472.30,T
0665,Multiple intra-articular injections for rheumatoid arthritis (excluding after-care) (modifier 0005 not applicable): Additional (each),R472.30,T
0667,Arthroscopy (excluding after-care) (modifiers 0005 and 0013 not applicable),R472.30,T
0669,Manipulation knee or shoulder joint under general anaesthetic (not including after-care) (modifier 0005 not applicable),R472.30,T
0669A,Manipulation hip joint under general anaesthetic (not including after-care) (modifier 0005 not applicable),R630.70,T
,Only the consultation fee should be charged when manipulation of a large joint is performed  without general anaesthetic,,
0673,Meniscectomy or operation for other internal derangement of knee,R472.30,TM
0658,"Aspiration and/or injection: Small joint, bursa (eg., fingers, toes) (excluding after care, modifier 0005 not applicable)",R472.30,T
0659,"Aspiration and/or injection: Intermediate joint, bursa (eg., temporomandibular, acromioclavicular, wrist, elbow or ankle, olecranon bursa) (excluding after care, modifier 0005 not applicable)",R472.30,T
0660,"Aspiration and/or injection: Major joint, bursa (eg., shoulder, hip, knee joint, subacromial bursa) (excluding after care, modifier 0005 not applicable)",R472.30,T
0668,Manipulation of knee joint under general anaesthesia (includes application of traction or other fixation devices) (excluding after-care) (modifier 0005 is not applicable),R472.30,T
0670,Only the consultation fee should be charged when manipulation of a large joint is performed with or without local anaesthetic - Anaesthetic: Knee/Shoulder,R472.30,T
0670a,Only the consultation fee should be charged when manipulation of a large joint is performed with or without local anaesthetic - Anaesthetic: Hip,R472.30,T
3.2.8,Joints: Joint ligament reconstruction or suture,,
0675,Joint ligament reconstruction or suture: Ankle: Collateral,R472.30,TM
0677,Joint ligament reconstruction or suture: Knee: Collateral,R472.30,TM
0678,Joint ligament reconstruction or suture: Knee: Cruciate,R472.30,TM
0679,Joint ligament reconstruction or suture: Ligament augmentation procedure of knee,R472.30,TM
0680,Joint ligament reconstruction or suture: Digital joint ligament,R472.30,TM
0676,"Joint ligament reconstruction or suture: Ankle (eg., Watson-Jones type)",R472.30,TM
3.3,Amputations,,
3.3.1,Amputations: Specific Amputations,,
0681,Amputation Humerus: Includes primary closure,R630.70,TM
0682,Amputation: Fore-quarter amputation,"R1,417.80",TM
0683,Amputation: Through shoulder,R787.90,TM
0684,Amputation: Forearm,R472.30,TM
0685,Amputation: Upper arm or fore-arm,R472.30,TM
0686,"Amputation: Ankle (e.g. Syme, Pirogoff type)",R630.70,TM
0687,Partial amputation of the hand: One ray,R472.30,TM
0688,"Amputation: Foot, midtarsal (Chopart type)",R472.30,TM
0691,Amputation: Whole or part of finger,R472.30,TM
0692,"Scar revision/secondary closure: amputated thigh, through femur, any level",R472.30,T
0693,Hindquarter amputation,R945.40,TM
0694,"Scar revision/secondary closure: amputated leg, through tibia and fibula, any level",R472.30,T
0695,Amputation: Through hip joint region,R945.40,TM
0696,"Re-amputation: Thigh, through femur, any level",R472.30,T
0697,Amputation: Through thigh,R945.40,TM
0698,"Re-amputation: Leg, through tibia and fibula",R472.30,T
0699,"Amputation: Below knee, through knee or Syme",R787.90,TM
0700,Scar revision/secondary closure: Amputated shoulder,R472.30,TM
0701,Amputation: Trans-metatarsal or trans-tarsal,R472.30,TM
0702,Scar revision/secondary closure: Amputated humerus,R472.30,TM
0703,Amputation: Foot: One ray,R472.30,TM
0704,Scar revision/secondary closure: Amputated forearm,R472.30,T
0705,Amputation: Toe,R472.30,TM
0708,Re-amputation: Humerus,R945.40,TM
0710,Re-amputation: Through forearm,R472.30,TM
3.3.2,Amputations: Post-amputation reconstruction,,
0706,Post-amputation reconstruction: Skin flap taken from a site remote from the injured finger or in cases of an advanced flap e.g. Cutler,R472.30,TM
0707,Post-amputation reconstruction: Krukenberg reconstruction,R472.30,TM
0711,Post-amputation reconstruction: Pollicisation of the finger (to include all stages),R472.30,TM
0712,Post-amputation reconstruction: Toe to thumb transfer,R472.30,TM
3.4,"Muscles, tendons and fasciae",,
3.4.1,"Muscles, tendons and fasciae: Investigations",,
0713,Electromyography,R472.30,T
0714,"Electro-myographic neuromuscular junctional study, including edrophonium response (not to be used with item 2730)",R472.30,T
0715,Strength duration curve per session,R472.30,T
0717,Electrical examination of single nerve or muscle,R472.30,T
0718,Oxidative study for mitochondrial function,,
0721,Voltage integration during isometric contraction,R472.30,T
0723,Tonometry with edrophonium,R472.30,T
0725,Isometric tension studies with edrophonium,R472.30,T
0727,Cranial reflex study (both early and late responses) supra occulofacial or corneofacial or flabellofacial: Unilateral,R472.30,T
0728,Cranial reflex study (both early and late responses) supra occulofacial or corneofacial or flabellofacial: Bilateral,R472.30,T
0729,Tendon reflex time,R472.30,T
0730,Limb brain somatosensory studies (per limb),,
0731,Vision and audio-sensory studies,,
0733,Motor nerve conduction studies (single nerve),,
0735,Examinations of sensory nerve conduction by sweep averages (single nerve),R472.30,T
0737,Biopsy for motor nerve terminals and end plates,R472.30,T
0739,Combined muscle biopsy with end plates and nerve terminal biopsy,"R1,260.30",T
0740,Muscle fatigue studies,R472.30,T
0741,Muscle biopsy,"R1,260.30",T
0742,"Global fee for all muscle studies, including histochemical studies",R0.00,
4701,Biochemical estimations on muscle biopsy specimens: Creatine kinase,R0.00,
4703,Biochemical estimations on muscle biopsy specimens: Adenylate kinase,R0.00,
4705,Biochemical estimations on muscle biopsy specimens: Pyruvate kinase,R0.00,
4707,Biochemical estimations on muscle biopsy specimens: Lactate dehydrogenase,R0.00,
4709,Biochemical estimations on muscle biopsy specimens: Adenylate deaminase,R0.00,
4711,Biochemical estimations on muscle biopsy specimens: Phosphoglycerate kinase,R0.00,
4713,Biochemical estimations on muscle biopsy specimens: Phosphoglycerate mutase,R0.00,
4715,Biochemical estimations on muscle biopsy specimens: Enolase,R0.00,
4717,Biochemical estimations on muscle biopsy specimens: Phosphofructokinase,R0.00,
4719,Biochemical estimations on muscle biopsy specimens: Aldolase,R0.00,
4721,Biochemical estimations on muscle biopsy specimens: Glyceraldehyde 3 phosphate dehydrogenase,R0.00,
4723,Biochemical estimations on muscle biopsy specimens: Phosphorylase,R0.00,
4725,Biochemical estimations on muscle biopsy specimens: Phosphoglucomutase,R0.00,
4727,Biochemical estimations on muscle biopsy specimens: Phosphohexose Isomerase,R0.00,
4729,Biochemical estimations on muscle biopsy specimens: Muscle biopsy for muscle tension study,R0.00,
4731,Biochemical estimations on muscle biopsy specimens: H-response study (per nerve),R0.00,
4733,Biochemical estimations on muscle biopsy specimens: Late response study (per nerve),R0.00,
4735,Biochemical estimations on muscle biopsy specimens: Single fibre studies,R0.00,
4737,Biochemical estimations on muscle biopsy specimens: Somatosensory study (limb-spine),R0.00,
4739,Biochemical estimations on muscle biopsy specimens: Dystrophin estimation,R0.00,
4744,Biochemical estimations on muscle biopsy specimens: Tension/caffeine/halothane procedure in malignant hyperthermia,R0.00,
4745,Biochemical estimations on muscle biopsy specimens: Electron microscopy,R0.00,
3.4.2,"Muscles, tendons and fasciae: Decompression Operations",,
0743,Major compartmental decompression,R472.30,T
0744,Decompression operation: Fasciotomy only,R472.30,T
5550,Decompression Faciotomy: Buttock compartments:(unilateral),R787.90,TM
5551,Decompression fasciotomy: Leg: Anterior and/or lateral and posterior compartment(s). EXCLUDES debridement of nonviable muscle and/or nerve,R472.30,TM
5552,Decompression fasciotomy: Leg: Anterior and/or lateral and posterior compartment(s). INCLUDES debridement of nonviable muscle and/or nerve,R472.30,TM
5553,Decompression fasciotomy: Leg: Anterior and/or lateral compartment(s) only. EXCLUDES debridement of nonviable muscle and/or nerve,R472.30,TM
5554,Decompression fasciotomy: Leg: Anterior and/or lateral compartment(s) only. INCLUDES debridement of nonviable muscle and/or nerv,R472.30,TM
5555,Decompression fasciotomy: Leg: Posterior compartment only. EXCLUDES debridement of nonviable muscle and/or nerve,R472.30,TM
5556,Decompression fasciotomy: Leg: Posterior compartment only. INCLUDES debridement of nonviable muscle and/or nerve,R472.30,TM
5557,"Decompression fasciotomy: Fasciotomy/tenotomy, iliotibial",R630.70,TM
5558,Decompression fasciotomy: Fasciotomy: Foot and/or toe,R472.30,TM
5559,Decompression fasciotomy: Forearm and/or wrist: Flexor and extensor compartment. EXCLUDES debridement of nonviable muscle or nerve,R472.30,TM
5560,Decompression fasciotomy: Forearm and/or wrist: Flexor and extensor compartment. INCLUDES debridement of nonviable muscle or nerve,R472.30,TM
5561,Decompression fasciotomy: Forearm and/or wrist: Flexor or extensor compartment. EXCLUDES debridement of nonviable muscle or nerve,R472.30,TM
5562,Decompression fasciotomy: Forearm and/or wrist: Flexor or extensor compartment. INCLUDES debridement of nonviable muscle or nerve,R472.30,TM
5563,Decompression Faciotomy: Fingers and/or hand,R472.30,TM
3.4.3,"Muscles, tendons and fasciae: Muscle and tendon repair",,
0745,Muscle and tendon repair: Biceps humeri,R472.30,T
0746,Muscle and tendon repair: Removal of calcification in Rotator cuff,R472.30,TM
0747,Muscle and tendon repair: Rotator cuff,R630.70,T
0748,Muscle and tendon repair: Debridement rotator cuff,R630.70,T
0749,Muscle and tendon repair: Scapulopexy - stand alone procedure,R630.70,T
0755,Muscle and tendon repair: Infrapatellar of quadriceps tendon,R472.30,T
0757,Muscle and tendon repair: Achilles tendon repair,R630.70,T
0759,Muscle and tendon repair: Other single tendon,R472.30,T
0760,"Hand: Flexor tendon suture: Primary, zone 1 (each) (modifier 0005 applicable)",R472.30,T
0761,"Hand: Flexor tendon repair: Primary, zone 2 (no mans land) (each) (modifier 0005 applicable",R472.30,T
0762,"Hand: Flexor tendon suture: Primary, zone 3 and 4 (wrist and forearm) (each) (modifier 0005 applicable",R472.30,T
0763,Muscle and tendon repair: Tendon or ligament injection,R472.30,T
0764,"Hand: Flexor tendon repair: Secondary, zone 1",R472.30,T
0765,"Hand: Flexor tendon repair: Secondary, zone 2 (no mans land)",R472.30,T
0766,"Hand: Flexor tendon repair: Secondary, zone 3 and 4 (wrist and forearm)",R472.30,T
0767,Hand: Flexor tendon suture: Primary (per tendon),R472.30,T
0768,Repair: Intrinsic muscles of hand (each) (modifier 0005 applicable),R472.30,T
0769,Hand: Flexor tendon suture: Secondary (per tendon),R472.30,T
